nom_estab,raz_social,nombre_actividad,codigo_postal,entidad,municipio,fecha_alta,correoelec,telefono,www, no. empleados
CENTRO DE SEGURIDAD SOCIAL IGNACIO ZARAGOZA,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Consultorios del sector p�blico de audiolog�a y de terapia ocupacional f�sica y del lenguaje,15000,Ciudad de México,Venustiano Carranza,2010-07,IMSS_585@PRODIGY.NET.MX,5555718685,,11 a 30 personas
CENTRO DERMATOLOGICO DOCTOR LADISLAO DE LA PASCUA,SERVICIOS DE SALUD P�BLICA DEL DF ,Consultorios de medicina especializada del sector p�blico,06780,Ciudad de México,Cuauht�moc,2014-12,RECURSOSHUMANOS@DERMAPASCUA.COM.MX,5555196351,WWW.DERMAPASCUA.COM.MX,101 a 250 personas
CENTRO DIME,CENTRO DE DESARROLLO INFANTIL Y MEDICINA DE ESPECIALIDAD SA DE CV,Hospitales generales del sector privado,08200,Ciudad de México,Iztacalco,2014-12,DIRECCION@CENTRODIME.COM.MX,5555192659,WWW.CENTRODIME.COM.MX,11 a 30 personas
CENTRO ECOLOGICO DE DESARROLLO INFANTIL,CENTRO ECOLOGICO DE DESARROLLO INFANTIL SC,Guarderías del sector privado,01760,Ciudad de México,�lvaro Obreg�n,2010-07,cedi2cedi@yahoo.com.mx,5556833246,,11 a 30 personas
CENTRO EDUCATIVO ACTYGYM,CENTRO EDUCATIVO ACTYGYM SC,Guarderías del sector privado,03100,Ciudad de México,Benito Ju�rez,2010-07,TERE.VILLASENOR@ACTYGYM.EDU.MX,5555248290,ACTYGYM.COM,51 a 100 personas
CENTRO ESPECIALIZADO EN ESTERILIDAD Y REPRODUCCION HUMANA,CENTRO ESPECIALIZADO EN ESTERILIDAD Y REPRODUCCION HUMANA SC,Centros de planificaci�n familiar del sector privado,11800,Ciudad de México,Miguel Hidalgo,2019-11,CEEYRH@GMAIL.COM,5535085965,,11 a 30 personas
CENTRO ESPECIALIZADO EN ODONTOLOGIA SHTALIM,SHTALIM SA DE CV,Consultorios dentales del sector privado,06140,Ciudad de México,Cuauht�moc,2012-06,ALONAMEXICO@GMAIL.COM,5555530033,,11 a 30 personas
CENTRO FAMILIAR 13 MATIAS ROMERO,GOBIERNO DEL DISTRITO FEDERAL ,Otros servicios de orientaci�n y trabajo social prestados por el sector p�blico,07520,Ciudad de México,Gustavo A. Madero,2010-07,C.FMATIASROMERO@OOTCLUD.COM,5557151864,,31 a 50 personas
CENTRO FAMILIAR NO 14 GRAL JUAN N ALVAREZ,CENTRO FAMILAR NUMERO 14 JUAN N ALVAREZ ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,08400,Ciudad de México,Iztacalco,2010-07,JUANNALVAREZ_14@HOTMAIL.COM,5556572947,,11 a 30 personas
CENTRO GERIATRICO VILLA JACARNDAS,,Asilos y otras residencias del sector privado para el cuidado de ancianos,01050,Ciudad de México,�lvaro Obreg�n,2019-11,AREADNEGARCINI@HOTMAIL.COM,5519419455,,11 a 30 personas
CENTRO HOL�STICO FESTUM,,Guarderías del sector privado,14410,Ciudad de México,Tlalpan,2010-07,CHIFESTUM@.EDU.MX,5515560104,,11 a 30 personas
CENTRO JEROME,CENTRO DE ESTIMULACION TEMPRANA Y DESARROLLO INFANTIL JEREMO SC,Guarderías del sector privado,09089,Ciudad de México,Iztapalapa,2010-07,CENTROJEROME@HOTMAIL.COM,5566963555,WWW.CENTROJEROMI.COM.MX,11 a 30 personas
CENTRO MEDICO FUEGO NUEVO,CENTRO MEDICO FUEGO NUEVO SA DE CV,Hospitales del sector privado de otras especialidades m�dicas,09000,Ciudad de México,Iztapalapa,2014-12,FUEGO_NUEVO@LIVE.COM,5562795125,,31 a 50 personas
CENTRO MEDICO SANTA FE,,Hospitales generales del sector privado,16600,Ciudad de México,Xochimilco,2014-12,CENTROMEDICOSANTAFEXOCH@GMAIL.COM,5558432628,WWW.CENTROMEDICOSANTAFEXOCH.COM,11 a 30 personas
CENTRO MEXICANO DE ANALISIS POLIGRAFICO Y PSICOLOGICO,CENTRO MEXICANO DE ANALISIS POLIGRAFICO Y PSICOLOGICO SC,Consultorios de psicolog�a del sector privado,03900,Ciudad de México,Benito Ju�rez,2012-06,INFO@CEMAPP.COM,5556608728,WWW.CEMAPP.COM.MX,31 a 50 personas
CENTRO NACIONAL MODELO DE ATENCION INVESTIGACION Y CAPACITACION GERONTOLOGICA ARTURO MUNDET,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,01040,Ciudad de México,�lvaro Obreg�n,2010-07,JOSE.VILLEDA@DIF.GOB.MX,5527660391,WWW.GOB.MX/DIFNACIONAL,11 a 30 personas
CENTROS DE INTEGRACI�N JUVENIL,CENTROS DE INTEGRACI�N JUVENIL AC,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,04100,Ciudad de México,Coyoac�n,2010-07,CIJCOYOACAN@CIJ.GOB.MX,5555544985,WWW.CIJ.GOB.MX,11 a 30 personas
CENTROS DE INTEGRACION JUVENIL,CENTROS DE INTEGRACI�N JUVENIL AC,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,02130,Ciudad de México,Azcapotzalco,2010-07,CIJAZCOPOTZALCO@GOB.MX,5553820553,WWW.CIJ.GOB.MX,11 a 30 personas
CENTROS DE REHABILITACION NUEVA IDENTIDAD,CENTROS DE REHABILITACION NUEVA IDENTIDAD AC,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,14420,Ciudad de México,Tlalpan,2014-12,NUEVA_IDENTIDAD_AC@YAHOO.COM.MX,5515570205,WWW.NUEVAIDENTIDAD.MX,11 a 30 personas
CLEMDE,,Clínicas de consultorios médicos del sector privado,7800,Ciudad de México,Gustavo A. Madero,2010-07,ADMINISTRACION@CLEMDE.COM,5555771374,WWW.PARTIALFLEX.COM,11 a 30 personas
CLINICA COMUNITARIA SANTA CATALINA,GDF9712054NA GOBIERNO DE LA CIUDAD DE MEXICO PLAZA DE LA CONSTITUCION SN COL.CENTRONDE LA CIUDAD DE MEXICO AREA 1 CIUDAD DE MEXICO ,Clínicas de consultorios médicos del sector p�blico,09698,Ciudad de México,Iztapalapa,2014-12,SANTACATADF@HOTMAIL.COM,5515514904,,101 a 250 personas
CLINICA DE DIAGNOSTICO MÉDICO NUTRICIONAL Y DISEÑO INTEGRAL,CLINICA DE DIAGNOSTICO MEDICO NUTRICIONAL Y DISEÑO INTEGRAL AC,Consultorios de nutri�logos y dietistas del sector privado,03710,Ciudad de México,Benito Ju�rez,2014-12,CLIDDI02@YAHOO.COM.MX,5555633591,,11 a 30 personas
CLINICA DE ESPE3CIALIDADES MEDICAS SAN JUDAS TADEO,,Clínicas de consultorios médicos del sector privado,08510,Ciudad de México,Iztacalco,2010-07,GOLIVER_5@HOTMAIL.COM,5557767935,,11 a 30 personas
CLINICA DE ESPECIALIDADES CON CENTRO DE CIRUGIA SIMPLIFICADA CHURUBUSCO,CLÍNICA DE ESPECIALIDADES CON CENTRO DE CIRUGIA SIMPLIFICADA CHURUBUSCO ,Hospitales del sector p�blico de otras especialidades m�dicas,04040,Ciudad de México,Coyoac�n,2010-07,ENRIQUEJ.YANES@ISSSTE.GOB.MX,5515829958,WWW.ISSSTE.GOB,251 y más personas
CLINICA DE ESPECIALIDADES MEDICAS DR. CORONA,,Clínicas de consultorios médicos del sector privado,07939,Ciudad de México,Gustavo A. Madero,2010-07,DR_CORONA@PRODIGY.NET.COM,5554530371,,11 a 30 personas
CLINICA DE ESPECIALIDADES SANTA ROSA,,Hospitales generales del sector privado,07300,Ciudad de México,Gustavo A. Madero,2010-07,CLINICA.SANTAROSA@LIVE.COM.MX,5557546400,,11 a 30 personas
CLINICA DE MEDICINA FAMILIAR LEGARIA,CLÍNICA DE MEDICINA FAMILIAR LEGARIA ,Clínicas de consultorios médicos del sector p�blico,11260,Ciudad de México,Miguel Hidalgo,2010-07,CLINICALEGARIA@YAHOO.COM.MX,5555271857,WWW.ISSSTE.GOB.MX,51 a 100 personas
CLINICA DE OJOS CONDESA,,Consultorios de optometr�a,06100,Ciudad de México,Cuauht�moc,2010-07,OFTALMOPROTESIS@OCULOPLASTICA.COM,5552868343,,11 a 30 personas
CLINICA DE ORTOLALIA CAM 102 ESCUELA DE LENGUAJE,DIRECCI�N DE EDUCACI�N ESPECIAL SEP ,Consultorios del sector p�blico de audiolog�a y de terapia ocupacional f�sica y del lenguaje,11530,Ciudad de México,Miguel Hidalgo,2010-07,E09DML0124F@AEFCM.GOB.MX,5555464786,,11 a 30 personas
CLINICA DE VOCEADORES,ASISTENCIA MEDICA PARA LA UNION DE VOCEADORES AC,Consultorios de medicina general del sector privado,06400,Ciudad de México,Cuauht�moc,2010-07,RHUMANOS@VOCEADORESMEXICO.COM.MX,5555470603,WWW.VOCEADORESMEXICO.COM.MX,31 a 50 personas
CLINICA DENTAL,,Consultorios dentales del sector privado,06760,Ciudad de México,Cuauht�moc,2019-11,GIOSILVACERVANTES@GMAIL.COM,5518044860,DENTAL.MX,11 a 30 personas
CLINICA DENTAL BECERRA,COOIMS SC,Consultorios dentales del sector privado,14050,Ciudad de México,Tlalpan,2010-07,BEFRA2001@HOTMAIL.COM,5550838907,WWW.CLINICABECERRA.COM,31 a 50 personas
CLINICA DENTAL CENTAURO GALERIAS,,Consultorios dentales del sector privado,11300,Ciudad de México,Miguel Hidalgo,2010-07,GALERIAS@CLINICADENTALCENTAURO.COM.MX,5552606068,,11 a 30 personas
CLINICA DENTAL DENTALIA,SERVICIOS CLIDEN SC,Consultorios dentales del sector privado,04500,Ciudad de México,Coyoac�n,2014-12,PEDREGAL@DENTALIA.COM,5524573387,WWW.DENTALIA.COM,31 a 50 personas
CLINICA DERMATOLOGICA  ISELA MENDEZ,,Consultorios de medicina especializada del sector privado,11540,Ciudad de México,Miguel Hidalgo,2013-07,CONSULTORAS@ISELAMENDEZ.COM.MX,5552807256,WWW.DERMOESTETICA.COM.MX,11 a 30 personas
CLINICA ESPECIAIZADA CONDESA,SECRETARÍA DE SALUD ,Hospitales generales del sector p�blico,06170,Ciudad de México,Cuauht�moc,2010-07,CLINICACONDESA@YAHOO.COM.MX,5550381700,,101 a 250 personas
CLINICA ESPECIAL CENTRO DE APOYO DIAGNOSTICO SAN RAFAEL,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ,Clínicas de consultorios médicos del sector p�blico,06470,Ciudad de México,Cuauht�moc,2014-12,JSANCHEZLOPEZ@ISSSTE.GOB.MX,5555669840,,51 a 100 personas
CLINICA MADRE TERESA DUE�AS,CLINICA MADRE TERESA DUE�AS AC,Hospitales generales del sector privado,01780,Ciudad de México,�lvaro Obreg�n,2014-12,C.MADRETERESAD@YAHOO.COM.MX,5555852051,,11 a 30 personas
CLINICA MEDICA DEL VALLE,MEDICA DEL VALLE SA DE CV,Hospitales del sector privado de otras especialidades m�dicas,09730,Ciudad de México,Iztapalapa,2010-07,MEDICADELVALLE@MEDICADELVALLE.MX,5556901447,WWW.MEDICADELVALLE.MX,11 a 30 personas
CLINICA NAVAL CUEMANCO,SMA850101TQE ,Otros centros del sector p�blico para la atenci�n de pacientes que no requieren hospitalizaci�n,14330,Ciudad de México,Tlalpan,2014-12,CECUEM1703@YAHOO.COM.MX,5556246500,,101 a 250 personas
CLINICA ORIENTAL,,Hospitales generales del sector privado,08500,Ciudad de México,Iztacalco,2010-07,CLINICAORIENTAL01@GMAIL.COM,5557006624,WWW.CLINICAORIENTAL.COM.MX,11 a 30 personas
CLINICA PUNTO MEDICO FRONTERA,CLINICA PUNTO MEDICO FRONTERA SA DE CV,Clínicas de consultorios médicos del sector privado,06700,Ciudad de México,Cuauht�moc,2019-11,IXCHEL.MENA@CLINICAPUNTOMEDICO.COM,5586864213,WWW.CLINICAPUNTOMEDICO.COM,11 a 30 personas
CLINICA RELOX,CLINICA RELOX DEL SUR SA DE CV,Consultorios de psicolog�a del sector privado,01070,Ciudad de México,�lvaro Obreg�n,2010-07,RSASSOE@CLINICARELOX.COM.MX,5551044519,WWW.CLINICARELOX.COM.MX,31 a 50 personas
CLINICAS DE CIRUGIAS AMBULATORIAS DAAM,CLINICAS DE CIRUGIAS AMBULATORIAS DAAM SA DE CV,Otros centros del sector privado para la atenci�n de pacientes que no requieren hospitalizaci�n,05348,Ciudad de México,Cuajimalpa de Morelos,2023-11,CONTACTOSANTAFE@GRUPOMEDICOGEM.COM,5513137004,WWW.GRUPOMEDICOGEM.COM,11 a 30 personas
CMF DEL VALLE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ,Hospitales generales del sector p�blico,06760,Ciudad de México,Benito Ju�rez,2010-07,CLIDELVALLE@ISSSTE.COM.MX,5556874098,,101 a 250 personas
COLEGIO MEXICANO DE PSICOLOGIA CRIMINAL Y FORENSE,COLEGIO MEXICANO DE PSICOLOGIA CRIMINAL Y FORENSE SC,Consultorios de psicolog�a del sector privado,15900,Ciudad de México,Venustiano Carranza,2014-12,CRIMINALYFORENSE@GMAIL.COM,5519254310,WWW.COLEGIOMEXICANODEPSICOLOGIACRIMINALYFORENSE.MX,31 a 50 personas
COMIT� INTERNACIONAL PRO CIEGOS,COMITE INTERNACIONAL PRO CIEGOS ,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,06400,Ciudad de México,Cuauht�moc,2014-12,PROCIEGOS@GMAIL.COM,5555413488,,11 a 30 personas
COMPAÑIA INTEGRADORA DE SERVICIOS MEDICOS 6MED,COMPA��A INTEGRADORA DE SERVICIOS MEDICOS 6MED SA DE CV,Clínicas de consultorios médicos del sector privado,14030,Ciudad de México,Tlalpan,2010-07,IMPUESTOS1@DEWIMED.COM.MX,5556060777,,11 a 30 personas
CONANT OPTICS MEXICO,COM 110404FF2 SA DE CV,Consultorios de optometr�a,09140,Ciudad de México,Iztapalapa,2010-07,ANDY@CONANTOPTICAL.COM,5557452654,WWW.CONANOPTICAL.COM,11 a 30 personas
CONCIEO,CONCIEO AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,01050,Ciudad de México,�lvaro Obreg�n,2014-12,CONCIEO@CONCIO.ORG,5590001766,,31 a 50 personas
CONSULTA EXTERNA CENTRO MEDICO LA RAZA,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Clínicas de consultorios médicos del sector p�blico,07790,Ciudad de México,Azcapotzalco,2010-07,GERARDO.MORALEST@IMSS.GOB.MX,5557245900,WWW.IMSS.COM.MX,251 y más personas
CONSULTORIO ACUPUNTURA ALCOSER,,Otros consultorios del sector privado para el cuidado de la salud,04240,Ciudad de México,Coyoac�n,2010-07,INSTITUTO_ALCOCER@HOTMAIL.COM,55815095,,11 a 30 personas
CONSULTORIO DENTAL SONRISAS MEXICANAS,,Consultorios dentales del sector privado,04920,Ciudad de México,Coyoac�n,2010-07,DRRICARDO.ODONT@HOTMAIL.COM,5556790282,,11 a 30 personas
CONSULTORIO MEDICO,CLINICA DE GINECOLOGIA INTEGRAL AC,Consultorios de medicina especializada del sector privado,11800,Ciudad de México,Miguel Hidalgo,2019-11,ROGELIOC@RCRK.COM.MX,55164513,,11 a 30 personas
CONSULTORIO MEDICO,CIRUGIA DE CORTA ESTANCIA POLANCO SA DE CV,Consultorios de medicina general del sector privado,11530,Ciudad de México,Miguel Hidalgo,2013-07,CIRCOESPO@PRODIGY.NET.MX,5555801550,,11 a 30 personas
CONSULTORIO MEDICO SIN NOMBRE,,Consultorios de medicina especializada del sector privado,03303,Ciudad de México,Benito Ju�rez,2011-03,CLINICAMPVILLAR@GMAIL.COM,5555590246,,11 a 30 personas
CONSULTORIO MÉDICO SIN NOMBRE,,Consultorios de medicina general del sector privado,06760,Ciudad de México,Cuauht�moc,2010-07,ARTURO_VAS@YAHOO.COM.MX,5552651800,,11 a 30 personas
CONSULTORIO PSICOLÓGICO,,Consultorios de psicolog�a del sector privado,06030,Ciudad de México,Cuauht�moc,2010-07,INAL_98@LIVE.COM.MX,5557054971,,11 a 30 personas
CONSULTORIOS DE SALUD INTEGRAL LINDAVISTA,,Otros consultorios del sector privado para el cuidado de la salud,07730,Ciudad de México,Gustavo A. Madero,2019-11,DRYONOMOTO@HOTMAIL.COM,557712286773,,11 a 30 personas
CORAZON Y MEDICINA,CORAZON Y MEDICINA SC,Consultorios de medicina especializada del sector privado,10200,Ciudad de México,La Magdalena Contreras,2019-11,INFO@CYMED.MEX,5570976450,WWW.CYMED.MX,11 a 30 personas
CURVES&PERFECT BODY,,Consultorios de nutri�logos y dietistas del sector privado,03810,Ciudad de México,Benito Ju�rez,2014-12,CURVES_ADN_PERFECT_BODY@YAHOO.COM,5560596709,,11 a 30 personas
DASHEEN GUARDERIA,DASHEEN ,Guarderías del sector privado,07800,Ciudad de México,Gustavo A. Madero,2010-07,DASHEEN_ROBLES@YAHOO.COM.MX,5555371315,,31 a 50 personas
DENTAL CLINIC,,Consultorios dentales del sector privado,09040,Ciudad de México,Iztapalapa,2014-12,IRUIZ@DENTALCLINIC.MX,5591291443,WWW.DENTALCLINIC.MX,11 a 30 personas
DERMA DF,,Consultorios de medicina especializada del sector privado,03900,Ciudad de México,Benito Ju�rez,2019-11,HOLA@DERMADF.COM,5559258233,WWW.DERMADF.COM,11 a 30 personas
DIRECCION Y ADMINISTRACION DE SERVICIOS MEDICOS GMT,DIRECCION Y ADMINISTRACION DE SERVICIOS MEDICOS GMT SA DE CV,Hospitales generales del sector privado,03104,Ciudad de México,Benito Ju�rez,2019-11,RREYES@AZURA.MX,5611922817,WWW.AZURA.MX,101 a 250 personas
DNTAL SANTA FE,DNTAL SANTA FE SC,Consultorios dentales del sector privado,05348,Ciudad de México,Cuajimalpa de Morelos,2019-11,DENTALPLUSMX@GMAIL.COM,5510560364,WWW.DENTISTAENSANTAFE.COM,11 a 30 personas
DOCTOR SCHOOLLS,,Otros consultorios del sector privado para el cuidado de la salud,11560,Ciudad de México,Miguel Hidalgo,2010-07,CESAR33@HOTMAIL.COM,5555455243,,11 a 30 personas
DOLORFIN DEL VALLE,,Consultorios de quiropr�ctica del sector privado,06760,Ciudad de México,Cuauht�moc,2019-11,GABRIELA@DELVALLE.DOLORFIN.COM,52642511,WWW.DOLORFINQUIROPRACTICOS.COM,11 a 30 personas
EL HOSPITALITO,EL HOSPITALITO AC,Hospitales generales del sector privado,11870,Ciudad de México,Miguel Hidalgo,2010-07,HOSPITALITOINESMARIA1881@GMAIL.COM,5565173726,,31 a 50 personas
EL SOL DE LA CASA DEL PAN,EL SOL DE LA CASA DEL PAN AC,Orfanatos y otras residencias de asistencia social del sector privado,07020,Ciudad de México,Gustavo A. Madero,2010-07,ELSOLDELACASADELPAN@YAHOO.COM.MX,5559164243,,11 a 30 personas
ESPECIALIDADES MÉDICAS,,Consultorios de medicina especializada del sector privado,06760,Ciudad de México,Cuauht�moc,2010-07,CPO_14@HOTMAIL.COM,5553649990,,11 a 30 personas
ESPECIALIDADES MEDICAS PLINIO,ESPECIALIDADES MEDICAS PLINIO SC,Consultorios de medicina especializada del sector privado,11540,Ciudad de México,Miguel Hidalgo,2010-07,ASISTENCIA_MEDICA2005@YAHO.COM.MX,5552800773,,11 a 30 personas
ESPECIALISTAS A LA VANGUARDIA,ESPECIALISTAS DE LA VANGUARDIA SA DE CV,Clínicas de consultorios médicos del sector privado,03840,Ciudad de México,Benito Ju�rez,2010-07,AHUMANA@PRODIGY.NET.MX,5555234696,WWW.AMBULANCIASHUMANA.COM.MX,11 a 30 personas
ESTANCIA DE BIENESTAR Y DESARROLLO INFANTIL NO.27,INSTITUTO DE SEGURIDAD SOCIAL AL SERVICIO DE LOS TRABAJADORES DEL ESTADO ,Guarderías del sector p�blico,11000,Ciudad de México,Miguel Hidalgo,2010-07,ABIGAIL.CANO@ISSSTE.GOB.MX,5555209192,,31 a 50 personas
ESTANCIA INFANTIL DEL INSTITUTO DE SEGURIDAD SOCIAL Y SERVIOS PARA LOS TRABAJADORES DEL ESTADO 12,INSTITUTO DE SEGURIDAD SOCIAL Y SERVIOS PARA LOS TRABAJADORES DEL ESTADO ,Guarderías del sector p�blico,06900,Ciudad de México,Cuauht�moc,2010-07,BLANCA.CASTROM@ISSSTE.GOB,5555975414,,31 a 50 personas
ESTANCIA INFANTIL DOLORES DEL RIO,ANDA ,Guarderías del sector privado,11100,Ciudad de México,Miguel Hidalgo,2014-12,ADMON001@LIVE.COM.MX,5555407633,,31 a 50 personas
ESTANCIA INFANTIL PAMPA PIPILTZIN,ASOCIACION PARA NIÑOS DE MADRES TRABAJADORAS PAMPA PIPILTZIN AC,Guarderías del sector privado,04369,Ciudad de México,Coyoac�n,2014-12,PAMPA.PIPILTZIN_@HOTMAIL.COM,5553388582,,11 a 30 personas
ESTANCIA INFANTIL PEQUE�OS GENIOS,,Guarderías del sector privado,13530,Ciudad de México,Tl�huac,2010-07,L.YPEQUEOSGENIOS@HOTMAIL.COM,5558485692,,11 a 30 personas
ESTANCIA INFANTIL PIMPA PIPILTZIN,ACCION SALUD Y CULTURA AC,Guarderías del sector privado,04909,Ciudad de México,Coyoac�n,2010-07,ASXC_93@YAHOO.COM.MX,5556325139,,11 a 30 personas
ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL,ESTANCIA INFANTIL PARA EL BIENESTAR ,Guarderías del sector p�blico,14080,Ciudad de México,Tlalpan,2010-07,ELODI24@YAHOO.COM.MX,5556550280,,31 a 50 personas
ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL NO 135,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ,Guarderías del sector p�blico,10400,Ciudad de México,La Magdalena Contreras,2010-07,GERONIMO135@YAHOO.COM.MX,5556818196,,31 a 50 personas
ESTANCIA PARA EL BIENESTAR Y DESARROLLOINFANTIL 43,INSTITUTO DE SEGURIDAD SOCIAL PARA LOS TRABAJADORES DEL ESTADO DEL GOBIERNO DE LA CIUDAD DE MEXICO ,Guarderías del sector p�blico,15970,Ciudad de México,Venustiano Carranza,2014-12,VALVARADO@ISSSTE.GOB.MX,5555528999,,31 a 50 personas
ESTANCIAINFANITIL HUAYAMILPITAS,,Guarderías del sector privado,04300,Ciudad de México,Coyoac�n,2019-11,MARISELA69PC@HOTMAIL.COM,5531609125,,11 a 30 personas
FACTOR 5 DE JUNIO GUILLERMO MAGA�A,,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,09560,Ciudad de México,Iztapalapa,2010-07,FACTOR5DEJUNIO@YAHOO.COM.MX,5556934145,,11 a 30 personas
FUNDACION CLARA MORENO Y MIRAMON,FUNDACION CLARA MORENO Y MIRAMON ,Orfanatos y otras residencias de asistencia social del sector privado,03810,Ciudad de México,Benito Ju�rez,2010-07,CONTABILIDAD@FUNDACIONCLARAMORENO.ORG,5555231387,WWW.FUNDACIONCLARAMORENO.ORG,11 a 30 personas
FUNDACIÓN DE AYUDA A LA ANCIANIDAD. CASA HOGAR DE NUESTRA SE�ORA DEL CAMINO,FUNDACION DE AYUDA A LA ANCIANIDAD I A P,Asilos y otras residencias del sector privado para el cuidado de ancianos,01060,Ciudad de México,�lvaro Obreg�n,2014-12,DIRECCION@FUNDACIONAA.COM.MX,5556162716,WWW.FUNDACIONAA.COM.MX,51 a 100 personas
FUNDACION DE LA MUJER,,Consultorios de medicina especializada del sector privado,06000,Ciudad de México,Cuauht�moc,2014-12,FDMIAP@HOTMAIL.COM,5555785744,WWW.FDM.ORG.MX,11 a 30 personas
FUNDACION DE MANO AMIGA A MANO ANCIANA,FUNDACION DE MANO AMIGA A MANO ANCIANA IAP,Asilos y otras residencias del sector privado para el cuidado de ancianos,14370,Ciudad de México,Tlalpan,2010-07,DIRECCION@DEMANOAMIGAAMANOANCIANA.ORG.COM,5583088118,WWW.FUNDACIONDEMANOAMIGA.COM.MX,31 a 50 personas
FUNDACION FAMILIAR INFANTIL,FUNDACION FAMILIAR INFANTIL ,Orfanatos y otras residencias de asistencia social del sector privado,01460,Ciudad de México,�lvaro Obreg�n,2010-07,ARMOD_FFI@YAHOO.COM.MX,5555632248,WWW.FUNDACIONFAMILIARINFANTIL.ORG.MX,11 a 30 personas
FUNDACION MANDALA,FUNDACION MANDALA AC,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector privado,03920,Ciudad de México,Benito Ju�rez,2019-11,CONTACTO@FUNDACIONMANDALA.COM,84948077,WWW.FUNDACIONMANDALA.ORG,11 a 30 personas
FUNDACIÓN MEXICANA DE LUCHA CONTRA LA DEPRESI�N,FUNDACION MEXICANA DE LUCHA CONTRA LA DEPRESION AC,Consultorios de psicolog�a del sector privado,03810,Ciudad de México,Benito Ju�rez,2014-12,CONTACTO@SINDEPRE.ORG,5544619731,WWW.SINDEPRE.ORG,11 a 30 personas
FUNDACION OBDULIA MONTES DE OLINA CASA HOGAR,FUNDACIÓN OBDULIA MONTES DE MOLINA ,Centros del sector privado dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,01780,Ciudad de México,�lvaro Obreg�n,2010-07,ALICIA.FOMM@PRODIGYMOVIL.COM,5555954358,WWW.FOMM.COM.MX,11 a 30 personas
FUNDACION PRO NINOS DE LA CALLE,FUNDACION PRO NINOS DE LA CALLE IAP,Orfanatos y otras residencias de asistencia social del sector privado,06350,Ciudad de México,Cuauht�moc,2010-07,PRONINOS@PRONINOSDELACALLE.ORG.MX,5540442797,WWW.PRONINOSDELACALLE.ORG.MX,31 a 50 personas
FUNDACION QUINTA CARMELITA,FUNDACION QUINTA CARMELITA ,Orfanatos y otras residencias de asistencia social del sector privado,16020,Ciudad de México,Xochimilco,2014-12,GINA@LAQUINTA.ORG.MX,5554891683,WWW.LAQUINTA.ORG.MX,31 a 50 personas
GABINETE DE FISIOTERAPIA Y REHABILITACION,GABINETE DE FISIOTERAPIA Y REHABILITACION SA DE CV,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,06470,Ciudad de México,Cuauht�moc,2010-07,GAFIRESADECV@TELMEXMAIL.COM,5555356744,,11 a 30 personas
GRANJA PARA NIÑAS ESPERANZA,GRANJA PARA NIÑAS ESPERANZA AC,Orfanatos y otras residencias de asistencia social del sector privado,03800,Ciudad de México,Benito Ju�rez,2010-07,LAESPERANZAC@PRODIGY.NET.MX,5555153658,WWW.LAESPERANZA.ORG.MX,11 a 30 personas
GRUPO 24 HORAS RIO CONSULADO,ALCOHOLICOS ANONIMOS AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,07988,Ciudad de México,Gustavo A. Madero,2010-07,CONSULADO24HS@HOTMAIL.COM,5557511828,,11 a 30 personas
GRUPO DE ALCOHOLICOS ANONIMOS,GRUPO DE ALCOHOLICOS ANONIMOS AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,06000,Ciudad de México,Cuauht�moc,2019-11,AABELLASARTES@HOTMAIL.COM,5559027376,,11 a 30 personas
GRUPO DENTAL BOSQUES,,Consultorios dentales del sector privado,03103,Ciudad de México,Benito Ju�rez,2019-11,DELVALLE@GDBOSQUES.COM,5537380945,WWW.GDB.COM.MX,11 a 30 personas
GRUPO ELAM MÉXICO,GRUPO ELAM MEXICO SA DE CV,Clínicas de consultorios médicos del sector privado,11800,Ciudad de México,Miguel Hidalgo,2014-12,INFO@GRUPOELAM.COM,5555155964,WWW.GRUPOELAM.COM,11 a 30 personas
